model,case_id,instance_id,group_id,strategy,condition,coverage,generation,seed_slot,rho_k2,rho_W5_k2,est__plugin_rho_k2,delta_i
qwen36-27b_think,activity__n500__f0__memoryless|time_respecting|ws0|b800,activity__n500__f0__memoryless,activity::n500::f0,time_respecting,mechanism,0.0547614042463737,0,0,0.002,0.0396258145890267,0.0019193857965451,0.037706428792481594
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,event_sample_then_full_history,mechanism,0.250930578820026,0,0,0.1234,0.1262795458775358,0.1505655479325051,-0.024286002054969308
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,node_panel_full_history,hidden,0.0702121719709659,0,0,0.095567,0.1262795458775358,0.1285619615639496,-0.0022824156864138245
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,recent_history_k20,hidden,0.0283826540107947,0,0,0.003279,0.1262795458775358,0.0032786885245901,0.12300085735294569
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,time_agnostic_t,hidden,0.0319188535268937,0,0,0.00583,0.1262795458775358,0.0058309037900874,0.12044864208744839
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,time_agnostic_t,mismatched,0.0319188535268937,0,0,0.003177,0.1262795458775358,0.0058309037900874,0.12044864208744839
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.15__r0,real::snap_bitcoin_otc,time_respecting,mechanism_direction,0.0213567839195979,0,0,0.1,0.1262795458775358,0.037037037037037,0.08924250884049878
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0,real::snap_bitcoin_otc,event_sample_then_full_history,mechanism_direction,0.2499069421179973,0,0,0.4826,0.4872975991066443,0.585179668590579,-0.09788206948393474
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0,real::snap_bitcoin_otc,node_panel_full_history,mechanism,0.068071840684906,0,0,0.4751,0.4872975991066443,0.4750512645249487,0.01224633458169555
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0,real::snap_bitcoin_otc,recent_history_k20,mechanism,0.0274520751907686,0,0,0.025,0.4872975991066443,0.0508474576271186,0.43645014147952566
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0,real::snap_bitcoin_otc,time_agnostic_t,mechanism,0.0300111669458403,0,0,0.53,0.4872975991066443,0.0573643410852713,0.42993325802137294
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,event_sample_then_full_history,mismatched,0.0445151033386327,0,0,0.25,0.1481427952016187,0.1931818181818181,-0.045039022980199406
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,node_panel_full_history,mechanism_direction,0.0371440959676253,0,0,0.1054,0.1481427952016187,0.103112840466926,0.04502995473469269
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,time_agnostic_t,mechanism_direction,0.0522474346003757,0,0,0.18,0.1481427952016187,0.0096818810511756,0.1384609141504431
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,time_respecting,hidden,0.0273160861396155,0,0,0.07672,0.1481427952016187,0.0767195767195767,0.07142321848204199
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,event_sample_then_full_history,hidden,0.0437201907790143,0,0,0.7579,0.5479838126896951,0.7586776859504132,-0.2106938732607181
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,node_panel_full_history,direction_only,0.0409018644312762,0,0,0.5518,0.5479838126896951,0.549469964664311,-0.0014861519746158791
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,recent_history_k20,direction_only,0.0388784506431565,0,0,0.035,0.5479838126896951,0.0297397769516728,0.5182440357380222
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,time_agnostic_t,direction_only,0.0520306402659343,0,0,0.27,0.5479838126896951,0.0333333333333333,0.5146504793563618
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,time_agnostic_t,metadata_only,0.0520306402659343,0,0,0.35,0.5479838126896951,0.0333333333333333,0.5146504793563618
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.55__r0,real::snap_collegemsg,time_respecting,mechanism,0.0266657031362913,0,0,0.06,0.5479838126896951,0.067750677506775,0.4802331351829201
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,event_sample_then_full_history,mechanism,0.0014317729083665,0,0,0.1199,0.1499003984063745,0.3478260869565217,-0.19792568855014717
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,recent_history_k20,hidden,0.0140687250996015,0,0,0.0,0.1499003984063745,0.0,0.1499003984063745
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,time_agnostic_t,hidden,0.0473730079681274,0,0,0.0021,0.1499003984063745,0.0026281208935611,0.1472722775128134
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,time_agnostic_t,mismatched,0.0473730079681274,0,0,0.00135,0.1499003984063745,0.0026281208935611,0.1472722775128134
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,time_respecting,mechanism_direction,0.0235931274900398,0,0,0.15,0.1499003984063745,0.0263852242744063,0.1235151741319682
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0,real::snap_email_eu,event_sample_then_full_history,mechanism_direction,0.002925796812749,0,0,0.798,0.5499875498007968,0.8085106382978723,-0.2585230884970755
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss2|b2500,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0,real::snap_email_eu,node_panel_full_history,mechanism,0.0021787848605577,0,2,0.5143,0.5499875498007968,0.5142857142857142,0.03570183551508255
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0,real::snap_email_eu,recent_history_k20,mechanism,0.0184262948207171,0,0,0.024,0.5499875498007968,0.0236486486486486,0.5263389011521482
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0,real::snap_email_eu,time_agnostic_t,mechanism,0.0465014940239043,0,0,0.52,0.5499875498007968,0.0174029451137884,0.5325846046870084
qwen36-27b_think,activity__n1500__f0__beta1|event_sample_then_full_history|ss0|b9600,activity__n1500__f0__beta1,activity::n1500::f0,event_sample_then_full_history,direction_only,0.1413924259963618,0,0,0.521,0.5766495783032909,0.8771929824561403,-0.3005434041528494
qwen36-27b_think,activity__n1500__f0__beta1|recent_history_k20|ws0|b800,activity__n1500__f0__beta1,activity::n1500::f0,recent_history_k20,mechanism_direction,0.0768976351910038,0,0,0.25,0.5766495783032909,0.1505376344086021,0.42611194389468876
qwen36-27b_think,activity__n1500__f0__beta1|time_agnostic_t|ws0|b800,activity__n1500__f0__beta1,activity::n1500::f0,time_agnostic_t,mechanism_direction,0.1073259467504547,0,0,0.6,0.5766495783032909,0.0801232665639445,0.49652631173934636
qwen36-27b_think,activity__n1500__f0__memoryless|recent_history_k20|ws0|b800,activity__n1500__f0__memoryless,activity::n1500::f0,recent_history_k20,direction_only,0.0236484054423727,0,0,0.254,0.0110503203513066,0.0015220700152207,0.0095282503360859
qwen36-27b_think,activity__n500__f0__beta1|event_sample_then_full_history|ss0|b9600,activity__n500__f0__beta1,activity::n500::f0,event_sample_then_full_history,mismatched,0.9640924741760944,0,0,1.0,0.5627151992129857,0.5826530612244898,-0.01993786201150405
qwen36-27b_think,activity__n500__f0__beta1|node_panel_full_history|ss0|b2500,activity__n500__f0__beta1,activity::n500::f0,node_panel_full_history,mechanism_direction,0.2700442695523856,0,0,0.561,0.5627151992129857,0.5610200364298725,0.0016951627831132132
qwen36-27b_think,activity__n500__f0__beta1|recent_history_k20|ws0|b800,activity__n500__f0__beta1,activity::n500::f0,recent_history_k20,mechanism_direction,0.1854402361042794,0,0,0.4,0.5627151992129857,0.2625994694960212,0.30011572971696454
qwen36-27b_think,activity__n500__f0__memoryless|event_sample_then_full_history|ss0|b9600,activity__n500__f0__memoryless,activity::n500::f0,event_sample_then_full_history,hidden,0.9597435358419172,0,0,0.0411,0.0396258145890267,0.0410688862118059,-0.0014430716227792004
qwen36-27b_think,activity__n500__f0__memoryless|time_agnostic_t|ws0|b800,activity__n500__f0__memoryless,activity::n500::f0,time_agnostic_t,direction_only,0.0794618457010721,0,0,0.21,0.0396258145890267,0.0,0.0396258145890267
qwen36-27b_think,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,controlled__snap_bitcoin_otc__bursty__contiguous__rho0.55__r0,real::snap_bitcoin_otc,time_respecting,direction_only,0.021217197096594,0,0,0.3,0.4872975991066443,0.0350877192982456,0.45220987980839866
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,event_sample_then_full_history,direction_only,0.0445151033386327,0,0,0.089,0.1481427952016187,0.1931818181818181,-0.045039022980199406
qwen36-27b_think,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,controlled__snap_collegemsg__bursty__contiguous__rho0.15__r0,real::snap_collegemsg,recent_history_k20,mechanism_direction,0.0344702991761815,0,0,0.3166,0.1481427952016187,0.010482180293501,0.13766061490811768
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,controlled__snap_email_eu__bursty__contiguous__rho0.15__r0,real::snap_email_eu,node_panel_full_history,hidden,0.009711155378486,0,0,0.0641,0.1499003984063745,0.0641025641025641,0.08579783430381041
qwen36-27b_think,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,controlled__snap_email_eu__bursty__contiguous__rho0.55__r0,real::snap_email_eu,time_respecting,direction_only,0.024340139442231,0,0,0.14,0.5499875498007968,0.0537084398976982,0.4962791099030986
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,event_sample_then_full_history,mismatched,0.0079739980636855,0,0,0.55,0.1422446352387943,0.2268178785857238,-0.0845732433469295
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss2|b9600,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,event_sample_then_full_history,mechanism,0.0089102379964465,0,2,0.1323,0.1422446352387943,0.2626865671641791,-0.1204419319253848
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,node_panel_full_history,hidden,0.0076122689987552,0,0,0.13976,0.1422446352387943,0.1397624039133473,0.002482231325447004
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss1|b2500,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,node_panel_full_history,mechanism,0.0047077973891672,0,1,0.1345,0.1422446352387943,0.1344632768361582,0.007781358402636107
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss3|b2500,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,node_panel_full_history,mechanism,0.0078569680720904,0,3,0.11578,0.1422446352387943,0.1157752200406228,0.026469415198171503
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,recent_history_k20,mechanism_direction,0.0033991893013309,0,0,0.03,0.1422446352387943,0.0046948356807511,0.1375497995580432
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|recent_history_k20|ws2|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,recent_history_k20,mechanism,0.0032608811294458,0,2,0.03,0.1422446352387943,0.0032626427406199,0.1389819924981744
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_agnostic_t,hidden,0.0039417828987265,0,0,0.0054,0.1422446352387943,0.0053981106612685,0.1368465245775258
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_agnostic_t,mismatched,0.0039417828987265,0,0,0.002803,0.1422446352387943,0.0053981106612685,0.1368465245775258
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws2|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_agnostic_t,mechanism,0.0038779483578564,0,2,0.06,0.1422446352387943,0.0027434842249657,0.1395011510138286
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_respecting,hidden,0.002957667060313,0,0,0.0018,0.1422446352387943,0.0017985611510791,0.1404460740877152
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_respecting|ws1|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_respecting,mechanism,0.0029204302448054,0,1,0.002,0.1422446352387943,0.0018214936247723,0.140423141614022
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0|time_respecting|ws3|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.15__r0,real::snap_mathoverflow,time_respecting,mechanism,0.0029044716095879,0,3,0.03,0.1422446352387943,0.0036630036630036,0.1385816315757907
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0,real::snap_mathoverflow,node_panel_full_history,mechanism,0.0063036609109188,0,0,0.3732,0.37438958220293,0.3721518987341772,0.0022376834687528047
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0,real::snap_mathoverflow,recent_history_k20,mechanism,0.003473662932346,0,0,0.02,0.37438958220293,0.010719754977029,0.363669827225901
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0,real::snap_mathoverflow,time_agnostic_t,mechanism,0.0039364633536539,0,0,0.19,0.37438958220293,0.0081081081081081,0.3662814740948219
qwen36-27b_think,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,controlled__snap_mathoverflow__bursty__contiguous__rho0.55__r0,real::snap_mathoverflow,time_respecting,direction_only,0.0028938325194429,0,0,0.28,0.37438958220293,0.0110294117647058,0.3633601704382242
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,event_sample_then_full_history,direction_only,0.0036094877964936,0,0,0.135,0.149364042626332,0.238095238095238,-0.08873119546890601
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|event_sample_then_full_history|ss0|b9600,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,event_sample_then_full_history,mismatched,0.0036094877964936,0,0,0.2381,0.149364042626332,0.238095238095238,-0.08873119546890601
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|node_panel_full_history|ss0|b2500,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,node_panel_full_history,mechanism_direction,0.0046407700240632,0,0,0.2692,0.149364042626332,0.2592592592592592,-0.1098952166329272
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|recent_history_k20|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,recent_history_k20,mechanism_direction,0.0402200068752148,0,0,0.09,0.149364042626332,0.0299145299145299,0.1194495127118021
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_agnostic_t|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,time_agnostic_t,mechanism_direction,0.124785149535923,0,0,0.06,0.149364042626332,0.0041322314049586,0.14523181122137338
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0|time_respecting|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.15__r0,real::sp_highschool2013,time_respecting,hidden,0.0529391543485733,0,0,0.01623,0.149364042626332,0.0162337662337662,0.13313027639256578
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|event_sample_then_full_history|ss0|b9600,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,event_sample_then_full_history,hidden,0.0027500859401856,0,0,0.9375,0.5433138535579237,0.9375,-0.3941861464420763
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|node_panel_full_history|ss0|b2500,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,node_panel_full_history,direction_only,0.0073908559642488,0,0,0.4651,0.5433138535579237,0.4651162790697674,0.07819757448815634
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|recent_history_k20|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,recent_history_k20,direction_only,0.0553454795462358,0,0,0.12,0.5433138535579237,0.062111801242236,0.4812020523156877
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,time_agnostic_t,direction_only,0.127363355104847,0,0,0.05,0.5433138535579237,0.020242914979757,0.5230709385781667
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_agnostic_t|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,time_agnostic_t,metadata_only,0.127363355104847,0,0,0.847,0.5433138535579237,0.020242914979757,0.5230709385781667
qwen36-27b_think,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0|time_respecting|ws0|b800,controlled__sp_highschool2013__bursty__contiguous__rho0.55__r0,real::sp_highschool2013,time_respecting,mechanism,0.057408044001375,0,0,0.0329,0.5433138535579237,0.0329341317365269,0.5103797218213968
